,Unnamed: 0,Bet State Chosen,Kelly Criterion Suggestion,Payouts (per Dollar),League,Date,Success,Allocation Dollars,Allocation Percentage
87,4.0,Hawks,0.61,2.02,NBA,2021-01-02,0.0,13.099258333704600,0.06285472972972970
88,5.0,Raptors,0.31,3.25,NBA,2021-01-02,0.0,3.383065643292150,0.016233108108108100
70,0.0,Newcastle,0.09,5.7,EPL,2021-01-03,0.0,0.11145112467536300,0.0006164383561643840
71,1.0,Draw Newcastle v Leicester,0.08,4.0,EPL,2021-01-03,0.0,0.08806014789164510,0.0004870624048706240
72,2.0,Man. City,0.24,2.15,EPL,2021-01-03,1.0,0.7925413310248060,0.004383561643835620
73,0.0,Wolfsburg,0.05,5.4,GPL,2021-01-03,0.0,0.034398495270173900,0.00019025875190258800
74,6.0,salavat yulaev ufa,0.44,1.71,KHL,2021-01-03,1.0,2.663819473722270,0.014733637747336400
75,7.0,neftekhimik nizhnekamsk,0.35,2.38,KHL,2021-01-03,1.0,1.68552626823852,0.009322678843226790
76,8.0,torpedo n. novgorod,0.33,1.82,KHL,2021-01-03,1.0,1.4983984539687700,0.008287671232876710
77,9.0,lokomotiv yaroslavl,0.65,1.31,KHL,2021-01-03,1.0,5.813345700659390,0.03215372907153730
78,10.0,hc dinamo minsk,0.3,2.84,KHL,2021-01-03,1.0,1.2383458297262600,0.006849315068493150
79,11.0,jokerit helsinki,0.43,3.25,KHL,2021-01-03,0.0,2.54411271018206,0.014071537290715400
80,0.0,Celtics,0.67,3.95,NBA,2021-01-03,1.0,6.176593810712420,0.03416286149162860
81,1.0,Grizzlies,0.2,4.1,NBA,2021-01-03,0.0,0.5503759243227820,0.0030441400304414000
82,2.0,Nets,0.69,4.0,NBA,2021-01-03,0.0,6.550849439251910,0.03623287671232880
83,3.0,Nuggets,0.37,1.75,NBA,2021-01-03,1.0,1.8836616009947200,0.010418569254185700
84,4.0,Spurs,0.3,2.9,NBA,2021-01-03,0.0,1.2383458297262600,0.006849315068493150
85,5.0,Bulls,0.16,3.65,NBA,2021-01-03,1.0,0.35224059156658100,0.0019482496194825000
86,6.0,Suns,0.44,2.76,NBA,2021-01-03,0.0,2.663819473722270,0.014733637747336400
87,7.0,Warriors,0.27,2.5,NBA,2021-01-03,1.0,1.0030601220782700,0.0055479452054794500
88,0.0,Buccaneers          ,0.66,2.08,NFL,2021-01-03,1.0,5.993593815875100,0.03315068493150690
89,1.0,Ravens          ,0.76,2.3,NFL,2021-01-03,1.0,7.947428347220970,0.04395738203957380
90,2.0,Cowboys          ,0.41,3.5,NFL,2021-01-03,0.0,2.3129548219664900,0.012792998477930000
91,3.0,Dolphins          ,0.15,4.2,NFL,2021-01-03,0.0,0.30958645743156500,0.0017123287671232900
92,4.0,Vikings          ,0.62,8.3,NFL,2021-01-03,1.0,5.2891126327419400,0.029254185692541900
93,5.0,Patriots          ,0.6,2.26,NFL,2021-01-03,1.0,4.953383318905040,0.027397260273972600
94,6.0,Browns          ,0.56,2.72,NFL,2021-01-03,1.0,4.314947246690610,0.023866057838660600
95,7.0,Rams          ,0.28,3.75,NFL,2021-01-03,1.0,1.0787368116726500,0.005966514459665150
96,8.0,Colts          ,0.84,1.79,NFL,2021-01-03,1.0,9.708631305053880,0.0536986301369863
97,9.0,Chiefs          ,0.63,2.66,NFL,2021-01-03,0.0,5.461105109092810,0.030205479452054800
98,10.0,Saints          ,0.65,1.32,NFL,2021-01-03,1.0,5.813345700659390,0.03215372907153730
99,11.0,Broncos          ,0.39,3.4,NFL,2021-01-03,0.0,2.0928044522373800,0.011575342465753400
100,12.0,49ers,0.31,7.6,NFL,2021-01-03,0.0,1.3222781581854800,0.007313546423135460
101,13.0,Eagles          ,0.22,2.24,NFL,2021-01-03,0.0,0.6659548684305660,0.003683409436834090
92,0.0,Southampton,0.07,5.2,EPL,2021-01-04,1.0,0.2815794516041750,0.0010470085470085500
93,1.0,Draw Southampton v Liverpool,0.06,4.3,EPL,2021-01-04,0.0,0.206874699137761,0.0007692307692307690
94,0.0,76ers,0.71,1.22,NBA,2021-01-04,1.0,28.96820439870700,0.1077136752136750
95,1.0,Magic,0.55,1.48,NBA,2021-01-04,1.0,17.38322124699240,0.06463675213675210
96,2.0,Celtics,0.16,3.6,NBA,2021-01-04,1.0,1.4711089716463000,0.00547008547008547
97,3.0,Hawks,0.66,1.38,NBA,2021-01-04,0.0,25.031838595669100,0.0930769230769231
98,4.0,Heat,0.57,1.68,NBA,2021-01-04,1.0,18.67044159718290,0.06942307692307690
99,5.0,Rockets,0.43,1.86,NBA,2021-01-04,0.0,10.625314408492200,0.039508547008547000
100,6.0,Bucks,0.88,1.83,NBA,2021-01-04,1.0,44.501046392300600,0.1654700854700860
101,7.0,Pacers,0.3,8.5,NBA,2021-01-04,1.0,5.1718674784440300,0.019230769230769200
102,8.0,Warriors,0.29,2.12,NBA,2021-01-04,1.0,4.832822832634920,0.01797008547008550
97,0.0,Auxerre,0.29,1.95,FL2,2021-01-05,0.0,5.39,0.02
98,1.0,Dunkerque,0.07,4.7,FL2,2021-01-05,0.0,0.31,0.0
99,2.0,Toulouse,0.44,2.25,FL2,2021-01-05,1.0,12.4,0.04
100,3.0,Valenciennes,0.21,2.65,FL2,2021-01-05,0.0,2.83,0.01
101,4.0,Amiens,0.2,2.8,FL2,2021-01-05,0.0,2.56,0.01
102,5.0,Pau,0.08,4.5,FL2,2021-01-05,0.0,0.41,0.0
103,6.0,Draw Troyes v Châteauroux,0.09,4.6,FL2,2021-01-05,0.0,0.52,0.0
104,7.0,Châteauroux,0.02,8.5,FL2,2021-01-05,0.0,0.03,0.0
105,8.0,Draw Clermont v Grenoble,0.12,2.95,FL2,2021-01-05,0.0,0.92,0.0
106,9.0,Grenoble,0.09,3.8,FL2,2021-01-05,0.0,0.52,0.0
107,10.0,Chambly,0.16,2.8,FL2,2021-01-05,0.0,1.64,0.0
108,6.0,hk avangard omsk,0.31,1.95,KHL,2021-01-05,1.0,6.16,0.02
109,7.0,avtomobilist yekaterinburg,0.1,3.6,KHL,2021-01-05,1.0,0.64,0.0
110,8.0,torpedo n. novgorod,0.61,1.57,KHL,2021-01-05,0.0,23.84,0.07
111,9.0,hc sochi,0.45,2.98,KHL,2021-01-05,0.0,12.97,0.04
112,10.0,lokomotiv yaroslavl,0.84,1.31,KHL,2021-01-05,1.0,45.21,0.13
113,0.0,Nets,0.38,2.1,NBA,2021-01-05,1.0,9.25,0.03
114,1.0,Grizzlies,0.22,4.2,NBA,2021-01-05,0.0,3.1,0.01
115,2.0,Timberwolves,0.05,6.2,NBA,2021-01-05,0.0,0.16,0.0
116,3.0,Clippers,0.63,1.29,NBA,2021-01-05,0.0,25.43,0.07
117,4.0,Bulls,0.05,4.8,NBA,2021-01-05,1.0,0.16,0.0
107,0.0,Lorient,0.07,4.2,FL1,2021-01-06,0.0,0.15,0.0
108,1.0,Metz,0.18,2.7,FL1,2021-01-06,0.0,1.02,0.0
109,2.0,Draw Strasbourg v Nîmes,0.06,4.2,FL1,2021-01-06,0.0,0.11,0.0
110,3.0,Nîmes,0.07,6.0,FL1,2021-01-06,0.0,0.15,0.0
111,4.0,Nantes,0.09,3.6,FL1,2021-01-06,0.0,0.26,0.0
112,5.0,Marseille,0.32,2.1,FL1,2021-01-06,1.0,3.23,0.01
113,6.0,Draw Lyon v Lens,0.05,4.9,FL1,2021-01-06,0.0,0.08,0.0
114,7.0,Lille,0.43,1.59,FL1,2021-01-06,0.0,5.83,0.02
115,8.0,Draw Reims v Dijon FCO,0.09,3.5,FL1,2021-01-06,1.0,0.26,0.0
116,9.0,Dijon FCO,0.1,4.5,FL1,2021-01-06,0.0,0.32,0.0
117,0.0,Cagliari,0.16,2.55,ISA,2021-01-06,0.0,0.81,0.0
118,1.0,Fiorentina,0.08,4.1,ISA,2021-01-06,0.0,0.2,0.0
119,2.0,Torino,0.21,2.6,ISA,2021-01-06,0.0,1.39,0.0
120,3.0,Bologna,0.15,2.7,ISA,2021-01-06,0.0,0.71,0.0
121,4.0,Genoa,0.1,5.0,ISA,2021-01-06,0.0,0.32,0.0
122,5.0,Crotone,0.03,7.0,ISA,2021-01-06,0.0,0.03,0.0
123,6.0,Draw Napoli v Spezia,0.04,7.0,ISA,2021-01-06,0.0,0.05,0.0
124,7.0,Juventus,0.17,2.5,ISA,2021-01-06,1.0,0.91,0.0
125,3.0,hc barys,0.53,1.81,KHL,2021-01-06,0.0,8.85,0.03
126,4.0,hc spartak moscow,0.22,2.54,KHL,2021-01-06,1.0,1.52,0.0
127,0.0,Barcelona,0.46,1.69,LLA,2021-01-06,1.0,6.67,0.02
128,0.0,Magic,0.59,1.77,NBA,2021-01-06,1.0,10.97,0.03
129,1.0,Rockets,0.32,3.2,NBA,2021-01-06,0.0,3.23,0.01
130,2.0,76ers,0.68,1.41,NBA,2021-01-06,1.0,14.57,0.05
131,3.0,Hawks,0.62,1.4,NBA,2021-01-06,0.0,12.11,0.04
132,4.0,Jazz,0.49,4.0,NBA,2021-01-06,0.0,7.57,0.02
133,5.0,Bucks,0.87,3.1,NBA,2021-01-06,1.0,23.85,0.08
134,6.0,Thunder,0.17,7.6,NBA,2021-01-06,1.0,0.91,0.0
135,7.0,Suns,0.44,1.63,NBA,2021-01-06,1.0,6.1,0.02
136,8.0,Kings,0.6,1.36,NBA,2021-01-06,1.0,11.34,0.04
137,9.0,Warriors,0.24,2.76,NBA,2021-01-06,0.0,1.81,0.01
138,0.0,Gençlerbirliği,0.18,3.1,TSL,2021-01-06,1.0,1.02,0.0
139,1.0,Trabzonspor,0.37,1.77,TSL,2021-01-06,1.0,4.31,0.01
140,2.0,Beşiktaş,0.59,1.4,TSL,2021-01-06,1.0,10.97,0.03
141,3.0,Antalyaspor,0.19,2.4,TSL,2021-01-06,1.0,1.14,0.0
134,4.0,severstal cherepovets,0.25,4.0,KHL,2021-01-07,0.0,5.7,0.02
135,5.0,red star kunlun,0.53,2.14,KHL,2021-01-07,0.0,25.62,0.07
136,6.0,torpedo n. novgorod,0.44,2.1,KHL,2021-01-07,0.0,17.66,0.05
137,7.0,hc dinamo riga,0.31,2.24,KHL,2021-01-07,0.0,8.77,0.02
138,0.0,Nets,0.29,2.2,NBA,2021-01-07,1.0,7.67,0.02
139,1.0,Grizzlies,0.67,1.58,NBA,2021-01-07,0.0,40.94,0.11
140,2.0,Mavericks,0.19,4.85,NBA,2021-01-07,1.0,3.29,0.01
141,3.0,Trail Blazers,0.68,1.69,NBA,2021-01-07,1.0,42.17,0.11
142,4.0,Lakers,0.63,1.31,NBA,2021-01-07,0.0,36.2,0.1
143,0.0,Alanyaspor,0.08,3.6,TSL,2021-01-07,0.0,0.58,0.0
129,0.0,Charlton Athletic,0.28,2.4,ELO,2021-01-08,0.0,2.59,0.01
130,0.0,Clermont,0.21,2.3,FL2,2021-01-08,0.0,1.46,0.01
131,1.0,Nancy,0.22,2.35,FL2,2021-01-08,0.0,1.6,0.01
132,2.0,Valenciennes,0.09,3.4,FL2,2021-01-08,1.0,0.27,0.0
133,3.0,Amiens,0.27,2.35,FL2,2021-01-08,1.0,2.41,0.01
134,4.0,Chambly,0.12,3.0,FL2,2021-01-08,1.0,0.48,0.0
135,5.0,AC Ajaccio,0.07,3.9,FL2,2021-01-08,0.0,0.16,0.0
136,5.0,hc barys,0.51,2.98,KHL,2021-01-08,1.0,8.59,0.03
137,6.0,ak bars kazan,0.55,1.38,KHL,2021-01-08,1.0,9.99,0.03
138,7.0,neftekhimik nizhnekamsk,0.34,5.7,KHL,2021-01-08,0.0,3.82,0.01
139,8.0,hc sochi,0.51,3.5,KHL,2021-01-08,0.0,8.59,0.03
140,9.0,hc spartak moscow,0.35,3.05,KHL,2021-01-08,1.0,4.05,0.01
141,0.0,Celta Vigo,0.15,3.2,LLA,2021-01-08,0.0,0.74,0.0
142,0.0,Suns,0.57,1.37,NBA,2021-01-08,0.0,10.73,0.04
143,1.0,Pelicans,0.59,1.4,NBA,2021-01-08,0.0,11.5,0.04
144,2.0,Thunder,0.28,2.98,NBA,2021-01-08,1.0,2.59,0.01
145,3.0,Celtics,0.65,1.74,NBA,2021-01-08,1.0,13.96,0.05
146,4.0,Rockets,0.57,1.39,NBA,2021-01-08,1.0,10.73,0.04
147,5.0,Bucks,0.61,2.84,NBA,2021-01-08,0.0,12.29,0.04
148,6.0,Lakers,0.78,2.72,NBA,2021-01-08,1.0,20.1,0.07
149,7.0,Clippers,0.55,4.4,NBA,2021-01-08,0.0,9.99,0.03
150,8.0,Raptors,0.41,3.15,NBA,2021-01-08,1.0,5.55,0.02
134,0.0,Gillingham,0.31,2.25,ELO,2021-01-09,0.0,3.16,0.01
135,1.0,Rochdale,0.24,4.4,ELO,2021-01-09,0.0,1.9,0.01
136,2.0,Ipswich Town,0.37,1.87,ELO,2021-01-09,0.0,4.51,0.01
137,3.0,Hull City,0.13,3.1,ELO,2021-01-09,1.0,0.56,0.0
138,0.0,Metz,0.2,2.65,FL1,2021-01-09,0.0,1.32,0.0
139,1.0,Nantes,0.11,3.7,FL1,2021-01-09,0.0,0.4,0.0
140,2.0,Dijon FCO,0.08,4.4,FL1,2021-01-09,0.0,0.21,0.0
141,3.0,Draw Dijon FCO v Marseille,0.09,3.5,FL1,2021-01-09,1.0,0.27,0.0
142,0.0,Schalke 04,0.07,4.4,GPL,2021-01-09,1.0,0.16,0.0
143,1.0,Union Berlin,0.14,2.85,GPL,2021-01-09,0.0,0.65,0.0
144,2.0,Mainz,0.11,3.5,GPL,2021-01-09,0.0,0.4,0.0
145,3.0,RB Leipzig,0.19,2.35,GPL,2021-01-09,0.0,1.19,0.0
146,0.0,Genoa,0.17,3.1,ISA,2021-01-09,1.0,0.95,0.0
147,1.0,AC Milan,0.43,1.61,ISA,2021-01-09,1.0,6.09,0.02
148,3.0,hk avangard omsk,0.54,1.62,KHL,2021-01-09,1.0,9.6,0.03
149,4.0,hc dinamo minsk,0.54,3.65,KHL,2021-01-09,0.0,9.6,0.03
150,5.0,hc dinamo riga,0.23,4.5,KHL,2021-01-09,0.0,1.74,0.01
151,0.0,Real Sociedad,0.14,3.7,LLA,2021-01-09,0.0,0.65,0.0
152,1.0,Atlético Madrid,0.49,1.56,LLA,2021-01-09,0.0,7.91,0.02
153,2.0,Barcelona,0.55,1.38,LLA,2021-01-09,1.0,9.96,0.03
154,3.0,Osasuna,0.05,6.5,LLA,2021-01-09,0.0,0.08,0.0
155,4.0,Draw Osasuna v Real Madrid,0.06,4.5,LLA,2021-01-09,1.0,0.12,0.0
156,0.0,Hornets,0.23,3.3,NBA,2021-01-09,1.0,1.74,0.01
157,1.0,Wizards,0.12,2.88,NBA,2021-01-09,0.0,0.47,0.0
158,2.0,Bucks,0.8,2.84,NBA,2021-01-09,1.0,21.07,0.07
159,3.0,Spurs,0.42,2.94,NBA,2021-01-09,1.0,5.81,0.02
160,4.0,Mavericks,0.76,2.98,NBA,2021-01-09,1.0,19.02,0.06
161,5.0,Trail Blazers,0.52,7.1,NBA,2021-01-09,1.0,8.9,0.03
162,0.0,Bills          ,0.58,1.34,NFL,2021-01-09,1.0,11.08,0.03
163,1.0,Seahawks          ,0.53,1.6,NFL,2021-01-09,0.0,9.25,0.03
164,0.0,GFK,0.21,3.4,TSL,2021-01-09,0.0,1.45,0.0
165,1.0,Kayserispor,0.15,2.9,TSL,2021-01-09,1.0,0.74,0.0
166,2.0,Göztepe,0.26,2.2,TSL,2021-01-09,1.0,2.23,0.01
152,0.0,FC Augsburg,0.15,3.5,GPL,2021-01-10,0.0,1.65,0.0
153,1.0,Arminia,0.17,4.4,GPL,2021-01-10,1.0,2.11,0.0
154,2.0,Draw Arminia v Hertha BSC,0.09,3.5,GPL,2021-01-10,0.0,0.59,0.0
155,0.0,Roma,0.17,2.9,ISA,2021-01-10,0.0,2.11,0.0
156,1.0,Parma,0.13,5.5,ISA,2021-01-10,0.0,1.24,0.0
157,2.0,Draw Parma v Lazio,0.07,4.1,ISA,2021-01-10,0.0,0.36,0.0
158,3.0,Napoli,0.29,1.87,ISA,2021-01-10,1.0,6.15,0.01
159,4.0,Crotone,0.08,4.5,ISA,2021-01-10,0.0,0.47,0.0
160,5.0,salavat yulaev ufa,0.24,2.06,KHL,2021-01-10,1.0,4.21,0.01
161,6.0,hc sochi,0.13,2.98,KHL,2021-01-10,0.0,1.24,0.0
162,7.0,torpedo n. novgorod,0.36,1.87,KHL,2021-01-10,1.0,9.48,0.02
163,8.0,neftekhimik nizhnekamsk,0.21,2.9,KHL,2021-01-10,0.0,3.23,0.01
164,9.0,jokerit helsinki,0.39,1.78,KHL,2021-01-10,1.0,11.13,0.02
165,0.0,Cádiz,0.16,2.65,LLA,2021-01-10,1.0,1.87,0.0
166,0.0,Pistons,0.09,3.6,NBA,2021-01-10,0.0,0.59,0.0
167,1.0,Nuggets,0.49,4.5,NBA,2021-01-10,1.0,17.56,0.04
168,2.0,Rockets,0.48,3.2,NBA,2021-01-10,0.0,16.85,0.04
169,3.0,Celtics,0.4,2.8,NBA,2021-01-10,0.0,11.7,0.03
170,4.0,Timberwolves,0.38,2.46,NBA,2021-01-10,1.0,10.56,0.02
171,5.0,Raptors,0.35,1.83,NBA,2021-01-10,0.0,8.96,0.02
172,0.0,Titans          ,0.21,2.58,NFL,2021-01-10,0.0,3.23,0.01
173,1.0,Browns          ,0.18,3.05,NFL,2021-01-10,1.0,2.37,0.01
174,0.0,Karagümrükspor,0.16,2.55,TSL,2021-01-10,1.0,1.87,0.0
175,1.0,Ankaragücü,0.15,3.9,TSL,2021-01-10,0.0,1.65,0.0
176,2.0,Rizespor,0.25,2.1,TSL,2021-01-10,0.0,4.57,0.01
177,3.0,Beşiktaş,0.38,1.91,TSL,2021-01-10,0.0,10.56,0.02
166,0.0,Toulouse,0.38,2.3,FL2,2021-01-11,0.0,12.64,0.03
167,0.0,Spezia,0.18,3.1,ISA,2021-01-11,1.0,2.84,0.01
168,3.0,jokerit helsinki,0.46,1.91,KHL,2021-01-11,0.0,18.52,0.04
169,4.0,lokomotiv yaroslavl,0.42,1.61,KHL,2021-01-11,0.0,15.44,0.03
170,5.0,hc dinamo minsk,0.46,2.52,KHL,2021-01-11,0.0,18.52,0.04
171,0.0,Elche,0.15,4.2,LLA,2021-01-11,0.0,1.97,0.0
172,1.0,Huesca,0.15,2.9,LLA,2021-01-11,0.0,1.97,0.0
173,0.0,Grizzlies,0.29,1.98,NBA,2021-01-11,1.0,7.36,0.01
174,1.0,Hornets,0.63,3.7,NBA,2021-01-11,1.0,34.74,0.07
175,2.0,Suns,0.49,2.6,NBA,2021-01-11,0.0,21.01,0.04
176,3.0,76ers,0.41,3.25,NBA,2021-01-11,0.0,14.71,0.03
177,4.0,Mavericks,0.47,1.51,NBA,2021-01-11,0.0,19.33,0.04
178,5.0,Pacers,0.32,2.46,NBA,2021-01-11,0.0,8.96,0.02
179,6.0,Trail Blazers,0.48,2.76,NBA,2021-01-11,1.0,20.17,0.04
180,0.0,Erzurumspor,0.04,6.0,TSL,2021-01-11,0.0,0.14,0.0
181,1.0,Alanyaspor,0.42,1.61,TSL,2021-01-11,0.0,15.44,0.03
170,0.0,Rochdale,0.07,4.6,ELO,2021-01-12,0.0,0.8,0.0
171,0.0,Burnley,0.07,7.0,EPL,2021-01-12,0.0,0.8,0.0
172,1.0,Draw Burnley v Man. United,0.06,4.6,EPL,2021-01-12,0.0,0.58,0.0
173,2.0,Everton,0.12,3.0,EPL,2021-01-12,1.0,2.34,0.0
174,6.0,hc dinamo riga,0.3,5.1,KHL,2021-01-12,0.0,14.62,0.03
175,7.0,salavat yulaev ufa,0.58,1.65,KHL,2021-01-12,1.0,54.64,0.11
176,8.0,hc barys,0.17,2.58,KHL,2021-01-12,0.0,4.69,0.01
177,9.0,vityaz podolsk,0.21,3.35,KHL,2021-01-12,0.0,7.16,0.01
178,0.0,Osasuna,0.11,3.2,LLA,2021-01-12,0.0,1.97,0.0
179,1.0,Atlético Madrid,0.29,1.95,LLA,2021-01-12,1.0,13.66,0.03
180,0.0,Nets,0.32,1.98,NBA,2021-01-12,1.0,16.63,0.03
181,1.0,Cavaliers,0.06,4.2,NBA,2021-01-12,0.0,0.58,0.0
182,2.0,Rockets,0.3,2.94,NBA,2021-01-12,0.0,14.62,0.03
183,3.0,Thunder,0.4,2.18,NBA,2021-01-12,0.0,25.99,0.05
176,4.0,hc spartak moscow,0.62,1.95,KHL,2021-01-13,0.0,51.4,0.1
177,5.0,torpedo n. novgorod,0.15,3.45,KHL,2021-01-13,1.0,3.01,0.01
178,0.0,Hornets,0.23,2.46,NBA,2021-01-13,0.0,7.07,0.01
179,1.0,Pistons,0.08,5.2,NBA,2021-01-13,0.0,0.86,0.0
180,2.0,Knicks,0.23,2.9,NBA,2021-01-13,0.0,7.07,0.01
181,3.0,Thunder,0.18,4.2,NBA,2021-01-13,0.0,4.33,0.01
182,4.0,Grizzlies,0.26,2.2,NBA,2021-01-13,1.0,9.04,0.02
183,5.0,Suns,0.51,1.47,NBA,2021-01-13,0.0,34.78,0.07
184,6.0,Kings,0.24,2.68,NBA,2021-01-13,0.0,7.7,0.02
185,0.0,PSV,0.32,1.83,NPL,2021-01-13,0.0,13.69,0.03
186,1.0,ADO Den Haag,0.22,2.5,NPL,2021-01-13,0.0,6.47,0.01
187,2.0,Fortuna Sittard,0.2,3.0,NPL,2021-01-13,0.0,5.35,0.01
188,3.0,Feyenoord,0.46,1.48,NPL,2021-01-13,1.0,28.29,0.06
182,4.0,red star kunlun,0.37,3.5,KHL,2021-01-14,1.0,13.93,0.04
183,5.0,vityaz podolsk,0.25,2.76,KHL,2021-01-14,0.0,6.36,0.02
184,7.0,salavat yulaev ufa,0.52,1.82,KHL,2021-01-14,1.0,27.52,0.07
185,0.0,Raptors,0.68,1.31,NBA,2021-01-14,1.0,47.06,0.12
186,1.0,Spurs,0.64,1.4,NBA,2021-01-14,0.0,41.69,0.11
187,2.0,Nuggets,0.65,1.49,NBA,2021-01-14,1.0,43.0,0.11
188,3.0,Trail Blazers,0.43,1.74,NBA,2021-01-14,0.0,18.82,0.05
189,0.0,RKC,0.06,5.4,NPL,2021-01-14,0.0,0.37,0.0
190,1.0,Willem II,0.21,3.0,NPL,2021-01-14,0.0,4.49,0.01
179,0.0,Monaco,0.29,1.87,FL1,2021-01-15,1.0,6.73,0.02
180,0.0,Roma,0.2,2.35,ISA,2021-01-15,0.0,3.2,0.01
181,5.0,hk avangard omsk,0.34,2.34,KHL,2021-01-15,0.0,9.26,0.02
182,6.0,hc dinamo riga,0.12,3.9,KHL,2021-01-15,0.0,1.15,0.0
183,7.0,hc dinamo minsk,0.62,2.46,KHL,2021-01-15,0.0,30.78,0.08
184,8.0,torpedo n. novgorod,0.47,2.54,KHL,2021-01-15,0.0,17.69,0.04
185,9.0,hc spartak moscow,0.39,1.94,KHL,2021-01-15,0.0,12.18,0.03
186,0.0,Cavaliers,0.35,2.24,NBA,2021-01-15,1.0,9.81,0.02
187,1.0,Thunder,0.53,1.93,NBA,2021-01-15,1.0,22.49,0.05
188,2.0,Jazz,0.59,1.4,NBA,2021-01-15,1.0,27.87,0.07
189,3.0,Kings,0.13,3.1,NBA,2021-01-15,0.0,1.35,0.0
190,4.0,Lakers,0.62,1.27,NBA,2021-01-15,1.0,30.78,0.08
191,0.0,Porto,0.26,2.05,PPL,2021-01-15,0.0,5.41,0.01
192,0.0,Gençlerbirliği,0.2,2.85,TSL,2021-01-15,0.0,3.2,0.01
164,0.0,Sunderland,0.35,1.8,ELO,2021-01-16,1.0,4.364,0.011
165,1.0,Hull City,0.43,2.0,ELO,2021-01-16,0.0,6.587,0.017
166,2.0,Plymouth Argyle,0.18,3.3,ELO,2021-01-16,0.0,1.154,0.003
167,3.0,Doncaster,0.32,2.25,ELO,2021-01-16,1.0,3.648,0.01
168,4.0,Charlton Athletic,0.19,2.4,ELO,2021-01-16,1.0,1.286,0.003
169,5.0,Peterborough,0.27,2.05,ELO,2021-01-16,1.0,2.597,0.007
170,6.0,Draw Stanley v Gillingham,0.09,3.5,ELO,2021-01-16,0.0,0.289,0.001
171,7.0,Gillingham,0.1,4.2,ELO,2021-01-16,1.0,0.356,0.001
172,8.0,Wigan,0.14,3.1,ELO,2021-01-16,0.0,0.698,0.002
173,9.0,Portsmouth,0.19,2.35,ELO,2021-01-16,1.0,1.286,0.003
174,10.0,Ipswich Town,0.28,2.25,ELO,2021-01-16,1.0,2.793,0.007
